"f2","family","trait_id","trait_name","trait_value"
"1007202","10072","123","STFHQ","0.44"
"1006902","10069","123","STFHQ","0.35"
"1007207","10072","123","STFHQ","0.53"
"1006905","10069","123","STFHQ","0.31"
"1007213","10072","123","STFHQ","0.42"
"1006903","10069","123","STFHQ","0.35"
"932410","9324","123","STFHQ","0.43"
"932706","9327","123","STFHQ","0.34"
"932701","9327","123","STFHQ","0.39"
"932402","9324","123","STFHQ","0.41"
"932702","9327","123","STFHQ","0.35"
"932703","9327","123","STFHQ","0.53"
"932406","9324","123","STFHQ","0.33"
"932404","9324","123","STFHQ","0.42"
"932401","9324","123","STFHQ","0.26"
"932708","9327","123","STFHQ","0.49"
"918604","9186","123","STFHQ","0.27"
"918602","9186","123","STFHQ","0.345"
"918804","9188","123","STFHQ","0.355"
"918611","9186","123","STFHQ","0.37"
"918612","9186","123","STFHQ","0.355"
"918601","9186","123","STFHQ","0.225"
"918607","9186","123","STFHQ","0.355"
"918605","9186","123","STFHQ","0.26"
"918608","9186","123","STFHQ","0.28"
"918606","9186","123","STFHQ","0.34"
"917108","9171","123","STFHQ","0.4"
"917104","9171","123","STFHQ","0.35"
"917114","9171","123","STFHQ","0.335"
"917103","9171","123","STFHQ","0.4"
"917102","9171","123","STFHQ","0.32"
"917105","9171","123","STFHQ","0.28"
"917107","9171","123","STFHQ","0.355"
"917101","9171","123","STFHQ","0.36"
"918603","9186","123","STFHQ","0.36"
"917110","9171","123","STFHQ","0.335"
"918708","9187","123","STFHQ","0.455"
"918807","9188","123","STFHQ","0.345"
"918703","9187","123","STFHQ","0.485"
"919306","9193","123","STFHQ","0.43"
"918704","9187","123","STFHQ","0.41"
"918801","9188","123","STFHQ","0.355"
"918701","9187","123","STFHQ","0.46"
"918803","9188","123","STFHQ","0.365"
"918706","9187","123","STFHQ","0.46"
"918707","9187","123","STFHQ","0.365"
"1015110","10151","123","STFHQ","0.15"
"1015108","10151","123","STFHQ","0.36"
"1015104","10151","123","STFHQ","0.3"
"1015102","10151","123","STFHQ","0.27"
"1015106","10151","123","STFHQ","0.23"
"1015302","10153","123","STFHQ","0.28"
"1015203","10152","123","STFHQ","0.33"
"1015304","10153","123","STFHQ","0.28"
"1015103","10151","123","STFHQ","0.31"
"1015105","10151","123","STFHQ","0.32"
"1015303","10153","123","STFHQ","0.31"
"1015107","10151","123","STFHQ","0.32"
"1015301","10153","123","STFHQ","0.28"
"1015205","10152","123","STFHQ","0.43"
"1003701","10037","123","STFHQ","0.41"
"1003106","10031","123","STFHQ","0.29"
"1004401","10044","123","STFHQ","0.38"
"1003108","10031","123","STFHQ","0.32"
"1003705","10037","123","STFHQ","0.34"
"1004402","10044","123","STFHQ","0.4"
"1003702","10037","123","STFHQ","0.4"
"1003707","10037","123","STFHQ","0.39"
"1003104","10031","123","STFHQ","0.33"
"1003114","10031","123","STFHQ","0.36"
"1003102","10031","123","STFHQ","0.38"
"1003110","10031","123","STFHQ","0.37"
"1003703","10037","123","STFHQ","0.47"
"1004403","10044","123","STFHQ","0.48"
"1001108","10011","123","STFHQ","0.37"
"1000802","10008","123","STFHQ","0.26"
"1001113","10011","123","STFHQ","0.41"
"1001101","10011","123","STFHQ","0.4"
"1001105","10011","123","STFHQ","0.44"
"1000808","10008","123","STFHQ","0.35"
"1001102","10011","123","STFHQ","0.38"
"1000807","10008","123","STFHQ","0.39"
"1000812","10008","123","STFHQ","0.48"
"1000804","10008","123","STFHQ","0.3"
"1001106","10011","123","STFHQ","0.31"
"1000803","10008","123","STFHQ","0.26"
"1001104","10011","123","STFHQ","0.44"
"1000801","10008","123","STFHQ","0.33"
"915904","9159","123","STFHQ","0.2765"
"915902","9159","123","STFHQ","0.406"
"915910","9159","123","STFHQ","0.277"
"915908","9159","123","STFHQ","0.408"
"915912","9159","123","STFHQ","0.3345"
"915905","9159","123","STFHQ","0.435"
"915909","9159","123","STFHQ","0.325"
"916805","9168","123","STFHQ","0.88"
"916809","9168","123","STFHQ","1.04"
"916114","9161","123","STFHQ","1.17"
"916901","9169","123","STFHQ","1.02"
"916309","9163","123","STFHQ","1.28"
"916307","9163","123","STFHQ","1.45"
"915907","9159","123","STFHQ","1.24"
"916101","9161","123","STFHQ","0.56"
"916108","9161","123","STFHQ","1.08"
"1013004","10130","123","STFHQ","0.43"
"1007206","10072","123","STFHQ","0.54"
"1013010","10130","123","STFHQ","0.42"
"1013008","10130","123","STFHQ","0.31"
"1013006","10130","123","STFHQ","0.5"
"1013007","10130","123","STFHQ","0.36"
"1008002","10080","123","STFHQ","0.33"
"1013001","10130","123","STFHQ","0.42"
"1012611","10126","123","STFHQ","0.31"
"1012203","10122","123","STFHQ","0.43"
"1012205","10122","123","STFHQ","0.38"
"1012207","10122","123","STFHQ","0.45"
"1013011","10130","123","STFHQ","0.41"
"1013005","10130","123","STFHQ","0.43"
"1009707","10097","123","STFHQ","0.42"
"1009703","10097","123","STFHQ","0.44"
"1009706","10097","123","STFHQ","0.4"
"1010606","10106","123","STFHQ","0.4"
"1009708","10097","123","STFHQ","0.39"
"1010602","10106","123","STFHQ","0.36"
"1009702","10097","123","STFHQ","0.34"
"1009503","10095","123","STFHQ","0.36"
"1009704","10097","123","STFHQ","0.46"
"1009711","10097","123","STFHQ","0.41"
"1010605","10106","123","STFHQ","0.3"
"1009705","10097","123","STFHQ","0.43"
"1009709","10097","123","STFHQ","0.37"
"1010601","10106","123","STFHQ","0.44"
"1013609","10136","123","STFHQ","0.46"
"1013414","10134","123","STFHQ","0.48"
"1013604","10136","123","STFHQ","0.47"
"1013708","10137","123","STFHQ","0.31"
"1013412","10134","123","STFHQ","0.91"
"1013409","10134","123","STFHQ","0.29"
"1013606","10136","123","STFHQ","0.4"
"1013411","10134","123","STFHQ","0.33"
"1013402","10134","123","STFHQ","0.52"
"1013602","10136","123","STFHQ","0.43"
"1013605","10136","123","STFHQ","0.39"
"1013611","10136","123","STFHQ","0.44"
"1013405","10134","123","STFHQ","0.5"
"1013407","10134","123","STFHQ","0.39"
"919302","9193","123","STFHQ","0.33"
"919601","9196","123","STFHQ","0.31"
"919301","9193","123","STFHQ","0.31"
"919609","9196","123","STFHQ","0.36"
"918805","9188","123","STFHQ","0.4"
"918609","9186","123","STFHQ","0.33"
"919603","9196","123","STFHQ","0.44"
"919308","9193","123","STFHQ","0.42"
"919307","9193","123","STFHQ","0.41"
"919602","9196","123","STFHQ","0.25"
"919304","9193","123","STFHQ","0.44"
"919303","9193","123","STFHQ","0.52"
"916103","9161","123","STFHQ","0.27"
"916303","9163","123","STFHQ","0.36"
"916106","9161","123","STFHQ","0.41"
"916102","9161","123","STFHQ","0.3"
"916302","9163","123","STFHQ","0.31"
"916104","9161","123","STFHQ","0.44"
"916110","9161","123","STFHQ","0.33"
"916304","9163","123","STFHQ","0.28"
"916308","9163","123","STFHQ","0.32"
"916112","9161","123","STFHQ","0.34"
"931804","9318","123","STFHQ","0.37"
"931408","9314","123","STFHQ","0.42"
"931410","9314","123","STFHQ","0.4"
"931406","9314","123","STFHQ","0.5"
"931808","9318","123","STFHQ","0.23"
"931404","9314","123","STFHQ","0.39"
"931801","9318","123","STFHQ","0.39"
"931802","9318","123","STFHQ","0.41"
"931805","9318","123","STFHQ","0.42"
"931806","9318","123","STFHQ","0.28"
"931812","9318","123","STFHQ","0.26"
"916902","9169","123","STFHQ","0.39"
"916313","9163","123","STFHQ","0.345"
"916310","9163","123","STFHQ","0.325"
"916906","9169","123","STFHQ","0.32"
"916802","9168","123","STFHQ","0.305"
"916311","9163","123","STFHQ","0.315"
"916803","9168","123","STFHQ","0.39"
"930107","9301","123","STFHQ","0.5"
"929812","9298","123","STFHQ","0.44"
"929803","9298","123","STFHQ","0.51"
"930804","9308","123","STFHQ","0.46"
"929808","9298","123","STFHQ","0.33"
"930103","9301","123","STFHQ","0.26"
"930810","9308","123","STFHQ","0.3"
"930106","9301","123","STFHQ","0.41"
"930102","9301","123","STFHQ","0.29"
"930101","9301","123","STFHQ","0.36"
"929203","9292","123","STFHQ","0.36"
"929210","9292","123","STFHQ","0.26"
"929205","9292","123","STFHQ","0.32"
"929214","9292","123","STFHQ","0.29"
"929204","9292","123","STFHQ","0.35"
"929216","9292","123","STFHQ","0.24"
"929208","9292","123","STFHQ","0.33"
"929207","9292","123","STFHQ","0.24"
"929206","9292","123","STFHQ","0.46"
"929212","9292","123","STFHQ","0.38"
"929218","9292","123","STFHQ","0.23"
"929209","9292","123","STFHQ","0.29"
"931401","9314","123","STFHQ","0.57"
"931305","9313","123","STFHQ","0.42"
"931306","9313","123","STFHQ","0.32"
"931407","9314","123","STFHQ","0.53"
"931308","9313","123","STFHQ","0.26"
"931405","9314","123","STFHQ","0.42"
"931412","9314","123","STFHQ","0.29"
"929804","9298","123","STFHQ","0.38"
"931403","9314","123","STFHQ","0.28"
"931303","9313","123","STFHQ","0.32"
"931302","9313","123","STFHQ","0.23"
"928301","9283","123","STFHQ","0.35"
"928306","9283","123","STFHQ","0.29"
"928303","9283","123","STFHQ","0.35"
"928302","9283","123","STFHQ","0.28"
"928310","9283","123","STFHQ","0.38"
"928304","9283","123","STFHQ","0.51"
"928305","9283","123","STFHQ","0.31"
"928309","9283","123","STFHQ","0.26"
"928316","9283","123","STFHQ","0.37"
"928308","9283","123","STFHQ","0.38"
"928307","9283","123","STFHQ","0.52"
"925902","9259","123","STFHQ","0.29"
"925914","9259","123","STFHQ","0.3"
"925903","9259","123","STFHQ","0.44"
"925905","9259","123","STFHQ","0.3"
"925908","9259","123","STFHQ","0.33"
"925913","9259","123","STFHQ","0.36"
"925904","9259","123","STFHQ","0.28"
"925906","9259","123","STFHQ","0.35"
"925911","9259","123","STFHQ","0.3"
"925912","9259","123","STFHQ","0.38"
"925910","9259","123","STFHQ","0.35"
"929708","9297","123","STFHQ","0.38"
"929610","9296","123","STFHQ","0.41"
"929612","9296","123","STFHQ","0.27"
"929603","9296","123","STFHQ","0.39"
"929608","9296","123","STFHQ","1.64"
"929704","9297","123","STFHQ","0.36"
"929604","9296","123","STFHQ","0.36"
"929606","9296","123","STFHQ","0.34"
"929601","9296","123","STFHQ","0.43"
"929602","9296","123","STFHQ","0.32"
"920105","9201","123","STFHQ","0.35"
"920801","9208","123","STFHQ","0.38"
"920810","9208","123","STFHQ","0.48"
"920103","9201","123","STFHQ","0.27"
"920102","9201","123","STFHQ","0.39"
"920806","9208","123","STFHQ","0.35"
"920802","9208","123","STFHQ","0.48"
"920805","9208","123","STFHQ","0.38"
"920803","9208","123","STFHQ","0.25"
"920807","9208","123","STFHQ","0.35"
"920111","9201","123","STFHQ","0.47"
"920104","9201","123","STFHQ","0.47"
"930813","9308","123","STFHQ","0.38"
"930811","9308","123","STFHQ","0.41"
"931301","9313","123","STFHQ","0.32"
"930807","9308","123","STFHQ","0.43"
"930805","9308","123","STFHQ","0.4"
"930105","9301","123","STFHQ","0.4"
"930809","9308","123","STFHQ","0.33"
"930808","9308","123","STFHQ","0.39"
"930802","9308","123","STFHQ","0.5"
"930806","9308","123","STFHQ","0.38"
"1031402","10314","123","STFHQ","0.3"
"1032004","10320","123","STFHQ","0.34"
"1032008","10320","123","STFHQ","0.38"
"1031308","10313","123","STFHQ","0.44"
"1031401","10314","123","STFHQ","0.4"
"1031408","10314","123","STFHQ","0.32"
"1032006","10320","123","STFHQ","0.28"
"1031312","10313","123","STFHQ","0.33"
"1031406","10314","123","STFHQ","0.52"
"1031410","10314","123","STFHQ","0.39"
"1032007","10320","123","STFHQ","0.36"
"1032002","10320","123","STFHQ","0.27"
"1031303","10313","123","STFHQ","0.4"
"1031306","10313","123","STFHQ","0.43"
"1026707","10267","123","STFHQ","0.43"
"1026303","10263","123","STFHQ","0.5"
"1026701","10267","123","STFHQ","0.33"
"1026305","10263","123","STFHQ","0.54"
"1026304","10263","123","STFHQ","0.48"
"1026311","10263","123","STFHQ","0.36"
"1026306","10263","123","STFHQ","0.35"
"1026802","10268","123","STFHQ","0.32"
"1026302","10263","123","STFHQ","0.41"
"1037309","10373","123","STFHQ","0.37"
"1037313","10373","123","STFHQ","0.37"
"1037301","10373","123","STFHQ","0.38"
"1037317","10373","123","STFHQ","0.42"
"1037311","10373","123","STFHQ","0.27"
"1037305","10373","123","STFHQ","0.49"
"1037315","10373","123","STFHQ","0.42"
"1038406","10384","123","STFHQ","0.45"
"1039212","10392","123","STFHQ","0.38"
"1038202","10382","123","STFHQ","0.32"
"1039202","10392","123","STFHQ","0.39"
"1039204","10392","123","STFHQ","0.39"
"1039205","10392","123","STFHQ","0.41"
"1039208","10392","123","STFHQ","0.4"
"1039206","10392","123","STFHQ","0.37"
"1038401","10384","123","STFHQ","0.42"
"1039203","10392","123","STFHQ","0.46"
"1039210","10392","123","STFHQ","0.34"
"1038411","10384","123","STFHQ","0.35"
"1038404","10384","123","STFHQ","0.51"
"1039201","10392","123","STFHQ","0.4"
"1028207","10282","123","STFHQ","0.43"
"1027207","10272","123","STFHQ","0.38"
"1028203","10282","123","STFHQ","0.36"
"1028208","10282","123","STFHQ","0.38"
"1028204","10282","123","STFHQ","0.46"
"1027201","10272","123","STFHQ","0.46"
"1027210","10272","123","STFHQ","0.41"
"1027208","10272","123","STFHQ","0.33"
"1027202","10272","123","STFHQ","0.43"
"1028202","10282","123","STFHQ","0.38"
"1030406","10304","123","STFHQ","0.45"
"1030705","10307","123","STFHQ","0.44"
"1030601","10306","123","STFHQ","0.41"
"1030607","10306","123","STFHQ","0.45"
"1030609","10306","123","STFHQ","0.46"
"1030603","10306","123","STFHQ","0.49"
"1030707","10307","123","STFHQ","0.41"
"1030701","10307","123","STFHQ","0.38"
"1030706","10307","123","STFHQ","0.43"
"1030604","10306","123","STFHQ","0.43"
"1016907","10169","123","STFHQ","0.56"
"1016902","10169","123","STFHQ","0.4"
"1018910","10189","123","STFHQ","0.33"
"1019609","10196","123","STFHQ","0.38"
"1016901","10169","123","STFHQ","0.36"
"1018903","10189","123","STFHQ","0.46"
"1019604","10196","123","STFHQ","0.42"
"1019608","10196","123","STFHQ","0.33"
"1019606","10196","123","STFHQ","0.43"
"1018905","10189","123","STFHQ","0.39"
"1018906","10189","123","STFHQ","0.32"
"1038409","10384","123","STFHQ","0.43"
"1038206","10382","123","STFHQ","0.42"
"1038216","10382","123","STFHQ","0.36"
"1038407","10384","123","STFHQ","0.41"
"1038413","10384","123","STFHQ","0.52"
"1038210","10382","123","STFHQ","0.39"
"1038402","10384","123","STFHQ","0.37"
"1038208","10382","123","STFHQ","0.52"
"1038214","10382","123","STFHQ","0.43"
"1038204","10382","123","STFHQ","0.41"
"1038408","10384","123","STFHQ","0.68"
"1038203","10382","123","STFHQ","0.43"
"1038201","10382","123","STFHQ","0.41"
"1038405","10384","123","STFHQ","0.57"
"1035903","10359","123","STFHQ","0.23"
"1036705","10367","123","STFHQ","0.42"
"1036706","10367","123","STFHQ","0.36"
"1035105","10351","123","STFHQ","0.36"
"1036703","10367","123","STFHQ","0.37"
"1035911","10359","123","STFHQ","0.4"
"1036710","10367","123","STFHQ","0.34"
"1035902","10359","123","STFHQ","0.33"
"1035905","10359","123","STFHQ","0.48"
"1036704","10367","123","STFHQ","0.33"
"1035901","10359","123","STFHQ","0.41"
"1036702","10367","123","STFHQ","0.38"
"1036715","10367","123","STFHQ","0.36"
"1035304","10353","123","STFHQ","0.37"
"1036712","10367","123","STFHQ","0.29"
"1035904","10359","123","STFHQ","0.31"
"1036708","10367","123","STFHQ","0.38"
"1037109","10371","123","STFHQ","0.33"
"1037303","10373","123","STFHQ","0.47"
"1036701","10367","123","STFHQ","0.33"
"1036709","10367","123","STFHQ","0.34"
"1037106","10371","123","STFHQ","0.31"
"1036707","10367","123","STFHQ","0.33"
"1037307","10373","123","STFHQ","0.48"
"1037104","10371","123","STFHQ","0.33"
"1037103","10371","123","STFHQ","0.24"
"1037105","10371","123","STFHQ","0.31"
"1021709","10217","123","STFHQ","0.36"
"1021703","10217","123","STFHQ","0.48"
"1021702","10217","123","STFHQ","0.48"
"1021710","10217","123","STFHQ","0.34"
"1021707","10217","123","STFHQ","0.5"
"1024003","10240","123","STFHQ","0.37"
"1024006","10240","123","STFHQ","0.32"
"1021706","10217","123","STFHQ","0.43"
"1021704","10217","123","STFHQ","0.44"
"1016409","10164","123","STFHQ","0.4"
"1016411","10164","123","STFHQ","0.38"
"1016905","10169","123","STFHQ","0.53"
"1016412","10164","123","STFHQ","0.32"
"1016208","10162","123","STFHQ","0.45"
"1016408","10164","123","STFHQ","0.37"
"1016403","10164","123","STFHQ","0.38"
"1016903","10169","123","STFHQ","0.42"
"1016209","10162","123","STFHQ","0.38"
"1016401","10164","123","STFHQ","0.36"
"1032714","10327","123","STFHQ","0.33"
"1032708","10327","123","STFHQ","0.23"
"1032712","10327","123","STFHQ","0.42"
"1032023","10320","123","STFHQ","0.22"
"1032003","10320","123","STFHQ","0.39"
"1032702","10327","123","STFHQ","0.33"
"1032701","10327","123","STFHQ","0.31"
"1032709","10327","123","STFHQ","0.3"
"1032005","10320","123","STFHQ","0.35"
"1020703","10207","123","STFHQ","0.42"
"1019602","10196","123","STFHQ","0.52"
"1020405","10204","123","STFHQ","0.37"
"1020406","10204","123","STFHQ","0.34"
"1020702","10207","123","STFHQ","0.43"
"1020707","10207","123","STFHQ","0.54"
"1020408","10204","123","STFHQ","0.46"
"1020705","10207","123","STFHQ","0.35"
"1020713","10207","123","STFHQ","0.42"
"1020403","10204","123","STFHQ","0.42"
"1019601","10196","123","STFHQ","0.48"
"1020701","10207","123","STFHQ","0.43"
"1020402","10204","123","STFHQ","0.33"
"1019605","10196","123","STFHQ","0.32"
"1021002","10210","123","STFHQ","0.45"
"1021014","10210","123","STFHQ","0.36"
"1021010","10210","123","STFHQ","0.46"
"1021001","10210","123","STFHQ","0.3"
"1021003","10210","123","STFHQ","0.34"
"1021004","10210","123","STFHQ","0.32"
"1021012","10210","123","STFHQ","0.47"
"1021006","10210","123","STFHQ","0.34"
"1020407","10204","123","STFHQ","0.39"
"1026704","10267","123","STFHQ","0.34"
"1026702","10267","123","STFHQ","0.34"
"1027204","10272","123","STFHQ","0.42"
"1027214","10272","123","STFHQ","0.39"
"1026711","10267","123","STFHQ","0.46"
"1026705","10267","123","STFHQ","0.42"
"1026712","10267","123","STFHQ","0.34"
"1027206","10272","123","STFHQ","0.35"
"1026710","10267","123","STFHQ","0.43"
"1026709","10267","123","STFHQ","0.38"
"1030806","10308","123","STFHQ","0.31"
"1031102","10311","123","STFHQ","0.3"
"1031209","10312","123","STFHQ","0.33"
"1030709","10307","123","STFHQ","0.44"
"1030702","10307","123","STFHQ","0.44"
"1030804","10308","123","STFHQ","0.3"
"1031206","10312","123","STFHQ","0.32"
"1031101","10311","123","STFHQ","0.24"
"1030711","10307","123","STFHQ","0.5"
"1030802","10308","123","STFHQ","0.42"
"1030704","10307","123","STFHQ","0.4"
"916904","9169","123","STFHQ","0.285"
"919605","9196","123","STFHQ","0.4"
"919801","9198","123","STFHQ","0.39"
"919802","9198","123","STFHQ","0.42"
"919803","9198","123","STFHQ","0.34"
"919805","9198","123","STFHQ","0.41"
"919807","9198","123","STFHQ","0.34"
"919808","9198","123","STFHQ","0.38"
"919809","9198","123","STFHQ","0.32"
"920101","9201","123","STFHQ","0.34"
"920107","9201","123","STFHQ","0.36"
"920115","9201","123","STFHQ","0.32"
"929701","9297","123","STFHQ","0.41"
"929702","9297","123","STFHQ","0.52"
"929703","9297","123","STFHQ","0.35"
"929705","9297","123","STFHQ","0.5"
"929707","9297","123","STFHQ","0.43"
"929801","9298","123","STFHQ","0.3"
"929802","9298","123","STFHQ","0.31"
"929805","9298","123","STFHQ","0.37"
"929806","9298","123","STFHQ","0.31"
"929810","9298","123","STFHQ","0.37"
"1001110","10011","123","STFHQ","0.25"
"1001313","10013","123","STFHQ","0.33"
"1013401","10134","123","STFHQ","0.28"
"1021008","10210","123","STFHQ","0.26"
"1026803","10268","123","STFHQ","0.28"
"1035101","10351","123","STFHQ","0.34"
"1035102","10351","123","STFHQ","0.27"
"1035103","10351","123","STFHQ","0.31"
"1035106","10351","123","STFHQ","0.3"
"1035109","10351","123","STFHQ","0.37"
"1035112","10351","123","STFHQ","0.34"
"1035113","10351","123","STFHQ","0.42"
"1035301","10353","123","STFHQ","0.4"
"1035302","10353","123","STFHQ","0.46"
"1035303","10353","123","STFHQ","0.39"
"1035305","10353","123","STFHQ","0.39"
"1035306","10353","123","STFHQ","0.45"
"1035307","10353","123","STFHQ","0.54"
"1035309","10353","123","STFHQ","0.33"
"1035311","10353","123","STFHQ","0.44"
"1035313","10353","123","STFHQ","0.5"
"1013705","10137","108","QFHQ","0.85"
"1013902","10139","108","QFHQ","1.01"
"1013905","10139","108","QFHQ","1.15"
"1013711","10137","108","QFHQ","0.79"
"1013701","10137","108","QFHQ","0.85"
"1013410","10134","108","QFHQ","0.94"
"1013912","10139","108","QFHQ","1.44"
"1013403","10134","108","QFHQ","1.06"
"1013903","10139","108","QFHQ","1.07"
"1013612","10136","108","QFHQ","1.08"
"1013713","10137","108","QFHQ","1.12"
"1013707","10137","108","QFHQ","0.89"
"1013906","10139","108","QFHQ","0.82"
"1013610","10136","108","QFHQ","1.23"
"1013904","10139","108","QFHQ","0.72"
"933114","9331","108","QFHQ","0.76"
"933203","9332","108","QFHQ","1.16"
"933101","9331","108","QFHQ","0.69"
"933204","9332","108","QFHQ","0.91"
"933202","9332","108","QFHQ","0.95"
"933104","9331","108","QFHQ","0.85"
"933102","9331","108","QFHQ","0.86"
"933108","9331","108","QFHQ","0.82"
"933103","9331","108","QFHQ","0.89"
"933112","9331","108","QFHQ","0.94"
"933201","9332","108","QFHQ","1.2"
"933110","9331","108","QFHQ","0.94"
"933106","9331","108","QFHQ","0.87"
"1000810","10008","108","QFHQ","0.98"
"1008911","10089","108","QFHQ","0.93"
"1008906","10089","108","QFHQ","1.17"
"1008909","10089","108","QFHQ","1.27"
"1008903","10089","108","QFHQ","1.14"
"1008901","10089","108","QFHQ","1.19"
"1008907","10089","108","QFHQ","1.46"
"1009511","10095","108","QFHQ","1.24"
"1009507","10095","108","QFHQ","1.06"
"1009505","10095","108","QFHQ","0.96"
"1008904","10089","108","QFHQ","1.22"
"1008004","10080","108","QFHQ","1.18"
"1008908","10089","108","QFHQ","1.13"
"1008001","10080","108","QFHQ","1.34"
"1008905","10089","108","QFHQ","0.87"
"1008902","10089","108","QFHQ","1.25"
"1008003","10080","108","QFHQ","1.13"
"932304","9323","108","QFHQ","0.96"
"932302","9323","108","QFHQ","1.23"
"932403","9324","108","QFHQ","0.93"
"932412","9324","108","QFHQ","1.13"
"931809","9318","108","QFHQ","0.71"
"932307","9323","108","QFHQ","0.98"
"932306","9323","108","QFHQ","0.86"
"932408","9324","108","QFHQ","1.15"
"932301","9323","108","QFHQ","0.88"
"932305","9323","108","QFHQ","0.95"
"1001307","10013","108","QFHQ","0.88"
"1001311","10013","108","QFHQ","1.14"
"1001301","10013","108","QFHQ","1.15"
"1001305","10013","108","QFHQ","1.17"
"1001303","10013","108","QFHQ","0.99"
"1001309","10013","108","QFHQ","1.07"
"1001103","10011","108","QFHQ","0.9"
"1001109","10011","108","QFHQ","0.96"
"1001111","10011","108","QFHQ","1.18"
"1001302","10013","108","QFHQ","1.3"
"1001304","10013","108","QFHQ","1.16"
"1001107","10011","108","QFHQ","0.84"
"932905","9329","108","QFHQ","0.91"
"932902","9329","108","QFHQ","1"
"932802","9328","108","QFHQ","0.82"
"932801","9328","108","QFHQ","1.07"
"932906","9329","108","QFHQ","1.47"
"932908","9329","108","QFHQ","1.02"
"932901","9329","108","QFHQ","0.78"
"932904","9329","108","QFHQ","1.02"
"932804","9328","108","QFHQ","0.96"
"932910","9329","108","QFHQ","0.65"
"932808","9328","108","QFHQ","1.09"
"932907","9329","108","QFHQ","1.1"
"1007902","10079","108","QFHQ","1.25"
"1006908","10069","108","QFHQ","1.41"
"1007208","10072","108","QFHQ","1.24"
"1007913","10079","108","QFHQ","1.17"
"1006911","10069","108","QFHQ","1.16"
"1007201","10072","108","QFHQ","1.25"
"1007204","10072","108","QFHQ","1.34"
"1006909","10069","108","QFHQ","1.02"
"1006705","10067","108","QFHQ","1.2"
"1006906","10069","108","QFHQ","1.24"
"1007202","10072","108","QFHQ","1.3"
"1006902","10069","108","QFHQ","1.01"
"1007207","10072","108","QFHQ","1.39"
"1006905","10069","108","QFHQ","1.16"
"1007213","10072","108","QFHQ","1.3"
"1006903","10069","108","QFHQ","1.05"
"932410","9324","108","QFHQ","1.05"
"932706","9327","108","QFHQ","0.97"
"932701","9327","108","QFHQ","1.15"
"932402","9324","108","QFHQ","1.04"
"932702","9327","108","QFHQ","1.1"
"932703","9327","108","QFHQ","1.2"
"932406","9324","108","QFHQ","0.91"
"932404","9324","108","QFHQ","1.05"
"932401","9324","108","QFHQ","0.81"
"932708","9327","108","QFHQ","1.29"
"918604","9186","108","QFHQ","0.91"
"918602","9186","108","QFHQ","0.985"
"918804","9188","108","QFHQ","0.78"
"918611","9186","108","QFHQ","1.075"
"918612","9186","108","QFHQ","0.975"
"918601","9186","108","QFHQ","0.77"
"918607","9186","108","QFHQ","1.03"
"918605","9186","108","QFHQ","0.735"
"918608","9186","108","QFHQ","0.825"
"918606","9186","108","QFHQ","0.895"
"917108","9171","108","QFHQ","1.15"
"917104","9171","108","QFHQ","1.12"
"917114","9171","108","QFHQ","1.075"
"917103","9171","108","QFHQ","1.06"
"917102","9171","108","QFHQ","0.99"
"917105","9171","108","QFHQ","0.795"
"917107","9171","108","QFHQ","1.04"
"917101","9171","108","QFHQ","1.02"
"918603","9186","108","QFHQ","0.945"
"917110","9171","108","QFHQ","1.175"
"918708","9187","108","QFHQ","1.35"
"918807","9188","108","QFHQ","0.88"
"918703","9187","108","QFHQ","1.24"
"919306","9193","108","QFHQ","1.195"
"918704","9187","108","QFHQ","0.995"
"918801","9188","108","QFHQ","0.995"
"918701","9187","108","QFHQ","1.315"
"918803","9188","108","QFHQ","1.035"
"918706","9187","108","QFHQ","1.315"
"918707","9187","108","QFHQ","1.135"
"1015110","10151","108","QFHQ","0.72"
"1015108","10151","108","QFHQ","0.94"
"1015104","10151","108","QFHQ","0.83"
"1015102","10151","108","QFHQ","0.77"
"1015106","10151","108","QFHQ","0.65"
"1015302","10153","108","QFHQ","0.8"
"1015203","10152","108","QFHQ","0.88"
"1015304","10153","108","QFHQ","0.9"
"1015103","10151","108","QFHQ","1"
"1015105","10151","108","QFHQ","1.13"
"1015303","10153","108","QFHQ","0.87"
"1015107","10151","108","QFHQ","0.97"
"1015301","10153","108","QFHQ","0.79"
"1015205","10152","108","QFHQ","1.03"
"1003701","10037","108","QFHQ","1.18"
"1003106","10031","108","QFHQ","1.01"
"1004401","10044","108","QFHQ","1.06"
"1003108","10031","108","QFHQ","0.97"
"1003705","10037","108","QFHQ","0.94"
"1004402","10044","108","QFHQ","1.11"
"1003702","10037","108","QFHQ","1.26"
"1003707","10037","108","QFHQ","1.06"
"1003104","10031","108","QFHQ","1"
"1003114","10031","108","QFHQ","1"
"1003102","10031","108","QFHQ","1.2"
"1003110","10031","108","QFHQ","1.07"
"1003703","10037","108","QFHQ","1.28"
"1004403","10044","108","QFHQ","1.36"
"1001108","10011","108","QFHQ","1.31"
"1000802","10008","108","QFHQ","0.74"
"1001113","10011","108","QFHQ","1.11"
"1001101","10011","108","QFHQ","1.34"
"1001105","10011","108","QFHQ","1.1"
"1000808","10008","108","QFHQ","1.04"
"1001102","10011","108","QFHQ","0.92"
"1000807","10008","108","QFHQ","1.14"
"1000812","10008","108","QFHQ","1.27"
"1000804","10008","108","QFHQ","0.9"
"1001106","10011","108","QFHQ","1.12"
"1000803","10008","108","QFHQ","0.8"
